fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
9.184282626239543,0.2752332664309255,0.3379795984661738,1.3711170345998782,0.0102786170602816,25.55781714718097,71.37492548763208,0.9957068262610138,3.4507425708964,0.7226744625083932,11.917310317147022,5
8.079420115962138,0.4542838419022354,0.3765490600099646,1.7501447333222728,0.0600312488523113,35.84249805931756,16.130760834556124,0.99869311752909,3.2325932907673938,0.5931324019043487,11.409358040716665,4
9.446978056295205,0.4683113870251815,0.4757797362033026,3.5936839832237992,0.0902621849859091,1.2409831778517812,75.08003477147622,0.9953617469879688,3.3244181165411475,0.664886619898919,10.483804495814589,6
10.970071950149965,0.3855900915401086,0.4702223898866315,3.400622074261185,0.0923490296882371,21.75865821578337,91.07048555468288,0.9940239235369092,3.240658706694244,0.8773368166432408,9.727777647855037,8
7.912573127981395,0.5009685719001183,0.0082428200881526,2.510528752510551,0.0674967264260378,9.06427872698569,60.07200831605976,0.9937424045703046,3.2448255658851526,0.6924868415633836,11.167098945566542,6
7.912601694908426,0.6027291542266169,0.0918132424161266,2.7054316104653826,0.1211424966173749,10.774668485821278,108.21658223316037,0.9978514189075568,3.263624181479704,0.6678942131865453,10.841029362401272,8
11.067830298982862,0.8695134622178955,0.3678567007696454,4.341507503061679,0.0366189785308702,9.673559552461429,21.01233534949245,0.9942671842302572,3.343320065745057,0.4288244560334137,11.377856745429671,7
9.65533642872606,0.561424006309731,0.3676193306733197,1.7058843417414795,0.0828810257489353,6.832656549149123,5.520860261054381,1.0000341089457705,3.2381877067504785,0.7868631062246276,11.099633827799709,6
7.503114568473183,0.5763590703300976,0.3678590603981491,3.3114073074497536,0.0960147815855949,16.37753622830289,-12.04989618895076,0.9927443341250208,3.498363418836028,0.7697323107939829,11.543021405391688,4
9.26405447583958,0.5165997351620899,1.002018983224397,2.2549083600682094,0.1157219417029374,7.178261782340544,95.68985784799412,0.9999232670997512,3.1758089046670746,1.0277533029619284,9.847298323630191,4
7.513653214506316,0.1846211812461725,0.3784691970317017,2.2330695034496197,0.1255807439044445,18.698978397657115,67.9986300940485,0.997100933187685,3.281969253375796,0.6076777000579899,11.829611650228728,6
7.509630228787754,0.525227502419141,0.4857574716343138,4.089275361301938,0.0337678954081065,15.344509375162026,44.64126432704603,0.9965162450874464,3.2440403412588736,0.6972555557028697,10.631431577020868,4
8.7410143525249,0.5408414377893848,0.4512603350637084,3.703837052073122,0.0132942914632188,13.370603429777354,55.68096780592209,0.9956646537350632,3.52704668265306,0.7023952262308284,12.640529133709034,7
